0.000000,0.000000,0.000000,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
-366.519490,-6.161267,0.193427,
